test_id,language,category,config_index,message_index,input_length,encrypt_time_us,decrypt_time_us,chars_processed,chars_per_sec,success,failure_detail
1324,it,jumbled,5,4,54,296.5,202.3,87,174419,1,
1325,it,jumbled,5,5,207,491.7,449.1,272,289116,1,
1326,it,real_message,1,1,400,667.3,606.4,398,312475,1,
1327,it,real_message,1,2,400,674.8,605.1,398,310962,1,
1328,it,real_message,1,3,400,760.7,603.8,398,291682,1,
1329,it,real_message,1,4,400,666.6,640.7,398,304444,1,
1330,it,real_message,1,5,400,661.3,602,397,314256,1,
1331,it,real_message,2,1,400,673.8,601.4,398,312108,1,
1332,it,real_message,2,2,400,671.7,641.7,398,303030,1,
1333,it,real_message,2,3,400,663.1,600.4,398,314998,1,
1334,it,real_message,2,4,400,668.6,705.5,398,289644,1,
1335,it,real_message,2,5,400,658,600.3,397,315505,1,
1336,it,real_message,3,1,400,664.2,617.3,398,310574,1,
1337,it,real_message,3,2,400,654,607.3,398,315547,1,
1338,it,real_message,3,3,400,649.9,609.5,398,316024,1,
1339,it,real_message,3,4,400,670.3,648.1,398,301881,1,
1340,it,real_message,3,5,400,671.6,601.7,397,311788,1,
1341,it,real_message,4,1,400,848.2,743,398,250126,1,
1342,it,real_message,4,2,400,676.9,600.6,398,311546,1,
1343,it,real_message,4,3,400,665.2,601.3,398,314252,1,
1344,it,real_message,4,4,400,672.7,653,398,300219,1,
1345,it,real_message,4,5,400,657.8,611.3,397,312820,1,
1346,it,real_message,5,1,400,656.2,671.9,398,299676,1,
1347,it,real_message,5,2,400,696.3,883.2,398,251978,1,
1348,it,real_message,5,3,400,1817.8,1186.2,398,132490,1,
1349,it,real_message,5,4,400,690.5,867.2,398,255505,1,
1350,it,real_message,5,5,400,1050.1,641.3,397,234717,1,
1351,it,repeated_phrase,1,1,102,483.1,323,122,151346,1,
1352,it,repeated_phrase,1,2,164,385.3,313.9,184,263158,1,
1353,it,repeated_phrase,1,3,144,621.4,527.6,164,142733,1,
1354,it,repeated_phrase,1,4,75,418,346.4,95,124280,1,
1355,it,repeated_phrase,1,5,213,424.5,400.2,233,282527,1,
1356,it,repeated_phrase,2,1,88,450.1,494.8,108,114298,1,
1357,it,repeated_phrase,2,2,217,788,693.1,237,160016,1,
1358,it,repeated_phrase,2,3,172,435,315.3,192,255898,1,
1359,it,repeated_phrase,2,4,212,424.6,381.5,232,287805,1,
1360,it,repeated_phrase,2,5,73,245.7,201.8,93,207821,1,
1361,it,repeated_phrase,3,1,191,388.8,345.7,211,287270,1,
1362,it,repeated_phrase,3,2,110,283.7,248.8,130,244131,1,
1363,it,repeated_phrase,3,3,92,262.2,217.5,112,233479,1,
1364,it,repeated_phrase,3,4,89,251.2,228.2,109,227368,1,
1365,it,repeated_phrase,3,5,48,216.4,185.7,68,169112,1,
1366,it,repeated_phrase,4,1,126,303.5,266,146,256365,1,
1367,it,repeated_phrase,4,2,196,440.2,358.4,216,270473,1,
1368,it,repeated_phrase,4,3,143,329.3,281.9,163,266688,1,
1369,it,repeated_phrase,4,4,143,317.5,281.4,163,272166,1,
1370,it,repeated_phrase,4,5,120,417.8,252.3,140,208924,1,
1371,it,repeated_phrase,5,1,133,300.6,265.6,153,270223,1,
1372,it,repeated_phrase,5,2,203,402.3,372.5,223,287816,1,
1373,it,repeated_phrase,5,3,90,254,218.2,110,232952,1,
1374,it,repeated_phrase,5,4,218,422.3,379.4,238,296869,1,
1375,it,repeated_phrase,5,5,145,324.7,281.1,165,272367,1,
1376,it,edge_case,1,1,0,169.7,137.7,20,65061.8,1,
1377,it,edge_case,1,2,1,165.8,136.8,21,69398.5,1,
1378,it,edge_case,1,3,19,166.3,137,19,62644.2,1,
1379,it,edge_case,1,4,25,165.6,136.7,25,82699.3,1,
1380,it,edge_case,1,5,25,180.9,152.2,45,135095,1,
1381,it,edge_case,2,1,0,165.6,137.3,20,66028.4,1,
1382,it,edge_case,2,2,1,165.3,136.2,21,69651.7,1,
1383,it,edge_case,2,3,19,184.9,137.8,19,58878.2,1,
1384,it,edge_case,2,4,25,167.3,136.3,25,82345.2,1,
1385,it,edge_case,2,5,25,180.9,153.8,45,134449,1,
1386,it,edge_case,3,1,0,162.9,137.3,20,66622.3,1,
1387,it,edge_case,3,2,1,165.2,136.4,21,69628.6,1,
1388,it,edge_case,3,3,19,166.4,136.6,19,62706.3,1,
1389,it,edge_case,3,4,25,163.2,136.9,25,83305.6,1,
1390,it,edge_case,3,5,25,182,152.6,45,134489,1,
1391,it,edge_case,4,1,0,165.9,137.3,20,65963.1,1,
1392,it,edge_case,4,2,1,164.8,149.8,21,66751.4,1,
1393,it,edge_case,4,3,19,164.7,136.8,19,63018.2,1,
1394,it,edge_case,4,4,25,163.7,182.2,25,72275.2,1,
1395,it,edge_case,4,5,25,184.6,165.5,45,128535,1,
1396,it,edge_case,5,1,0,167.4,137.2,20,65659.9,1,
1397,it,edge_case,5,2,1,167,136.4,21,69215.6,1,
1398,it,edge_case,5,3,19,164.4,136.2,19,63206.9,1,
1399,it,edge_case,5,4,25,163.9,136,25,83361.1,1,
1400,it,edge_case,5,5,25,182.7,152.5,45,134248,1,
1401,de,same_char,1,1,81,255.2,218.6,101,213170,1,
1402,de,same_char,1,2,166,349.8,312.3,186,280924,1,
1403,de,same_char,1,3,27,182.6,153,47,140048,1,
1404,de,same_char,1,4,159,333.8,296.8,179,283857,1,
1405,de,same_char,1,5,181,454.9,442.2,201,224055,1,
1406,de,same_char,2,1,182,402.3,341.7,202,271505,1,
1407,de,same_char,2,2,194,385.9,345.1,214,292750,1,
1408,de,same_char,2,3,128,298.5,265.3,148,262504,1,
1409,de,same_char,2,4,21,181.8,152.3,41,122718,1,
1410,de,same_char,2,5,65,231.6,201.2,85,196396,1,
1411,de,same_char,3,1,83,250.8,217.8,103,219804,1,
1412,de,same_char,3,2,91,258.7,218.5,111,232607,1,
1413,de,same_char,3,3,79,252.4,250,99,197054,1,
1414,de,same_char,3,4,121,290.9,250,141,260677,1,
1415,de,same_char,3,5,146,315.8,280.6,166,278337,1,
1416,de,same_char,4,1,66,234,218.6,86,190013,1,
1417,de,same_char,4,2,22,181.2,152.3,42,125937,1,
1418,de,same_char,4,3,176,365.9,343.5,196,276290,1,
1419,de,same_char,4,4,159,331.1,305.4,179,281225,1,
1420,de,same_char,4,5,127,309,350,147,223065,1,
1421,de,same_char,5,1,161,344.7,296.3,181,282371,1,
1422,de,same_char,5,2,136,299.3,264.4,156,276743,1,
1423,de,same_char,5,3,30,198.9,168.6,50,136054,1,
1424,de,same_char,5,4,79,247,216.1,99,213777,1,
1425,de,same_char,5,5,54,216.1,184.6,74,184677,1,
1426,de,alternating,1,1,178,379.4,328,198,279898,1,
1427,de,alternating,1,2,69,459.2,207.4,89,133513,1,
1428,de,alternating,1,3,182,378.6,329.3,202,285351,1,
1429,de,alternating,1,4,126,301.5,264.5,146,257951,1,
1430,de,alternating,1,5,32,200.5,169.1,52,140693,1,
1431,de,alternating,2,1,216,420.3,378.2,236,295554,1,
1432,de,alternating,2,2,52,215.7,184.8,72,179775,1,
1433,de,alternating,2,3,192,640.5,527.5,212,181507,1,
1434,de,alternating,2,4,142,326.6,375.9,162,230605,1,
1435,de,alternating,2,5,100,271.4,233.9,120,237483,1,
1436,de,alternating,3,1,178,408.7,329.9,198,268075,1,
1437,de,alternating,3,2,67,235.2,200.9,87,199496,1,
1438,de,alternating,3,3,73,231.6,200.8,93,215079,1,
1439,de,alternating,3,4,134,395.2,290,154,224752,1,
1440,de,alternating,3,5,37,208.2,170,57,150714,1,
1441,de,alternating,4,1,112,284.4,262.1,132,241537,1,
1442,de,alternating,4,2,198,404.6,408.5,218,268110,1,
1443,de,alternating,4,3,92,248.5,215.7,112,241275,1,
1444,de,alternating,4,4,165,348.8,314.4,185,278951,1,
1445,de,alternating,4,5,117,582.5,512,137,125171,1,
1446,de,alternating,5,1,71,242.3,202.1,91,204770,1,
1447,de,alternating,5,2,108,337.4,234.6,128,223776,1,
1448,de,alternating,5,3,109,294.8,248.4,129,237482,1,
1449,de,alternating,5,4,72,231.2,211.7,92,207722,1,
1450,de,alternating,5,5,75,230.5,201.1,95,220111,1,
1451,de,cyclic,1,1,24,180.2,153.6,44,131815,1,
1452,de,cyclic,1,2,115,283.8,249.2,135,253283,1,
1453,de,cyclic,1,3,97,308,262.5,117,205083,1,
1454,de,cyclic,1,4,211,443.4,413.9,231,269451,1,
1455,de,cyclic,1,5,177,372.1,329.6,197,280747,1,
1456,de,cyclic,2,1,44,200,170.3,64,172833,1,
1457,de,cyclic,2,2,147,316.4,280.7,167,279685,1,
1458,de,cyclic,2,3,183,381.2,329,203,285835,1,
1459,de,cyclic,2,4,23,183.6,152.7,43,127862,1,
1460,de,cyclic,2,5,21,179.9,152.1,41,123494,1,
1461,de,cyclic,3,1,121,286.2,261.7,141,257346,1,
1462,de,cyclic,3,2,117,289.2,249.5,137,254316,1,
1463,de,cyclic,3,3,114,291.5,249,134,247919,1,
1464,de,cyclic,3,4,48,215.4,186.4,68,169238,1,
1465,de,cyclic,3,5,169,349.1,343.1,189,273042,1,
1466,de,cyclic,4,1,173,351.1,328.6,193,283949,1,
1467,de,cyclic,4,2,101,275.7,233.3,121,237721,1,
1468,de,cyclic,4,3,92,268.2,218,112,230358,1,
1469,de,cyclic,4,4,147,324.5,281,167,275805,1,
1470,de,cyclic,4,5,50,229.9,186.1,70,168269,1,
1471,de,cyclic,5,1,39,199.9,169.7,59,159632,1,
1472,de,cyclic,5,2,62,242.7,201.5,82,184602,1,
1473,de,cyclic,5,3,186,379,353.5,206,281229,1,
1474,de,cyclic,5,4,188,380.5,380.5,208,273325,1,
1475,de,cyclic,5,5,147,326.7,292.7,167,269616,1,
1476,de,jumbled,1,1,86,267.1,233.3,121,241807,1,
1477,de,jumbled,1,2,135,333.3,298.3,181,286574,1,
1478,de,jumbled,1,3,63,238.7,214.5,95,209620,1,
1479,de,jumbled,1,4,89,265.1,232.1,127,255430,1,
1480,de,jumbled,1,5,186,422.3,377.8,240,299963,1,
1481,de,jumbled,2,1,39,294.1,188.3,65,134743,1,
1482,de,jumbled,2,2,149,381.7,330.2,194,272510,1,
1483,de,jumbled,2,3,58,232.1,202.2,89,204927,1,
1484,de,jumbled,2,4,84,462,236.5,122,174660,1,
1485,de,jumbled,2,5,117,299.8,266,156,275716,1,
1486,de,jumbled,3,1,131,345.8,298.5,177,274717,1,
1487,de,jumbled,3,2,84,267.3,233.6,121,241565,1,
1488,de,jumbled,3,3,188,449.9,395.8,242,286153,1,
1489,de,jumbled,3,4,213,633.2,827.6,279,190991,1,
1490,de,jumbled,3,5,44,223.1,185.9,72,176039,1,
1491,de,jumbled,4,1,91,266.5,233.7,128,255898,1,
1492,de,jumbled,4,2,195,461.4,394.4,252,294461,1,
1493,de,jumbled,4,3,212,506.6,442,279,294118,1,
1494,de,jumbled,4,4,205,478.1,426.5,269,297369,1,
1495,de,jumbled,4,5,146,363.5,313.1,189,279338,1,
1496,de,jumbled,5,1,157,381.7,330.2,204,286557,1,
1497,de,jumbled,5,2,99,283.5,349,136,215020,1,
1498,de,jumbled,5,3,74,449.1,391.6,108,128464,1,
1499,de,jumbled,5,4,26,358.9,303.1,49,74018.1,1,
1500,de,jumbled,5,5,169,416.3,363.7,219,280769,1,
1501,de,real_message,1,1,400,671.3,619.1,414,320831,1,
1502,de,real_message,1,2,400,734.2,626.1,414,304345,1,
1503,de,real_message,1,3,400,696.3,619,415,315517,1,
1504,de,real_message,1,4,400,676.3,617.9,415,320661,1,
1505,de,real_message,1,5,400,683.2,620.3,415,318374,1,
1506,de,real_message,2,1,400,691.3,618.7,414,316031,1,
1507,de,real_message,2,2,400,685.6,618.8,414,317387,1,
1508,de,real_message,2,3,400,676.6,617.2,415,320761,1,
1509,de,real_message,2,4,400,802.5,1070.7,415,221546,1,
1510,de,real_message,2,5,400,701.7,620,415,313990,1,
1511,de,real_message,3,1,400,755.6,711.1,414,282266,1,
1512,de,real_message,3,2,400,708.9,619.3,414,311700,1,
1513,de,real_message,3,3,400,687.7,652,415,309771,1,
1514,de,real_message,3,4,400,713.3,628,415,309401,1,
1515,de,real_message,3,5,400,682.7,629.7,415,316215,1,
1516,de,real_message,4,1,400,692,620.3,414,315477,1,
1517,de,real_message,4,2,400,689.3,616.6,414,317023,1,
1518,de,real_message,4,3,400,679.8,618.6,415,319624,1,
1519,de,real_message,4,4,400,703.5,693.7,415,297023,1,
1520,de,real_message,4,5,400,674.8,662.2,415,310396,1,
1521,de,real_message,5,1,400,685.2,619,414,317436,1,
1522,de,real_message,5,2,400,689.9,618.8,414,316344,1,
1523,de,real_message,5,3,400,680.1,617.8,415,319747,1,
1524,de,real_message,5,4,400,1025,838.4,415,222711,1,
1525,de,real_message,5,5,400,769.4,619.8,415,298733,1,
1526,de,repeated_phrase,1,1,195,388.5,346.5,215,292517,1,
1527,de,repeated_phrase,1,2,183,367.9,390.1,203,267810,1,
1528,de,repeated_phrase,1,3,137,311.2,308.7,157,253267,1,
1529,de,repeated_phrase,1,4,214,607.5,385.1,234,235745,1,
1530,de,repeated_phrase,1,5,94,271.4,233.6,114,225743,1,
1531,de,repeated_phrase,2,1,158,334.1,299.1,178,281112,1,
1532,de,repeated_phrase,2,2,96,265.5,232.8,116,232791,1,
1533,de,repeated_phrase,2,3,43,198.7,169,63,171335,1,
1534,de,repeated_phrase,2,4,105,289.5,234.4,125,238595,1,
1535,de,repeated_phrase,2,5,38,204.5,169.9,58,154915,1,
1536,de,repeated_phrase,3,1,51,244.4,198.3,71,160379,1,
1537,de,repeated_phrase,3,2,107,264.9,232.5,127,255328,1,
1538,de,repeated_phrase,3,3,157,333.6,308.6,177,275615,1,
1539,de,repeated_phrase,3,4,55,215.2,194.7,75,182971,1,
1540,de,repeated_phrase,3,5,185,365.3,342.9,205,289466,1,
1541,de,repeated_phrase,4,1,55,251.6,187.3,75,170882,1,
1542,de,repeated_phrase,4,2,129,304.6,266.2,149,261037,1,
1543,de,repeated_phrase,4,3,89,253.1,373.4,109,173982,1,
1544,de,repeated_phrase,4,4,122,286.4,249.9,142,264777,1,
1545,de,repeated_phrase,4,5,58,214.9,185.1,78,195000,1,
1546,de,repeated_phrase,5,1,135,299,278.5,155,268398,1,
1547,de,repeated_phrase,5,2,51,216.1,185.2,71,176925,1,
1548,de,repeated_phrase,5,3,56,214.6,188.1,76,188726,1,
1549,de,repeated_phrase,5,4,105,278.2,233.2,125,244427,1,
1550,de,repeated_phrase,5,5,58,216.3,254.6,78,165640,1,
1551,de,edge_case,1,1,0,312.4,163.7,20,42008,1,
1552,de,edge_case,1,2,1,169.4,137.6,21,68403.9,1,
1553,de,edge_case,1,3,19,178.9,137.6,19,60031.6,1,
1554,de,edge_case,1,4,25,165.7,137,25,82590,1,
1555,de,edge_case,1,5,25,182.4,153,45,134168,1,
1556,de,edge_case,2,1,0,167.1,137.4,20,65681.4,1,
1557,de,edge_case,2,2,1,165.6,136.7,21,69467.4,1,
1558,de,edge_case,2,3,19,165.9,136.4,19,62851.5,1,
1559,de,edge_case,2,4,25,163.8,136.2,25,83333.3,1,
1560,de,edge_case,2,5,25,181.2,152.6,45,134811,1,
1561,de,edge_case,3,1,0,165.3,137.2,20,66115.7,1,
1562,de,edge_case,3,2,1,163.7,136.3,21,70000,1,
1563,de,edge_case,3,3,19,164.8,136.5,19,63060.1,1,
1564,de,edge_case,3,4,25,204.7,138.6,25,72822.6,1,
1565,de,edge_case,3,5,25,181.1,152.5,45,134892,1,
1566,de,edge_case,4,1,0,166.5,137.8,20,65724.6,1,
1567,de,edge_case,4,2,1,175.4,137.4,21,67135.5,1,
1568,de,edge_case,4,3,19,166.3,137.2,19,62603,1,
1569,de,edge_case,4,4,25,182.9,151.7,25,74716.1,1,
1570,de,edge_case,4,5,25,199.4,223.6,45,106383,1,
1571,de,edge_case,5,1,0,182.9,138.1,20,62305.3,1,
1572,de,edge_case,5,2,1,163,136.5,21,70116.9,1,
1573,de,edge_case,5,3,19,164.5,136.4,19,63143.9,1,
1574,de,edge_case,5,4,25,164.6,147.4,25,80128.2,1,
1575,de,edge_case,5,5,25,181.7,153.1,45,134409,1,
1576,id,same_char,1,1,72,234.3,202.1,92,210816,1,
1577,id,same_char,1,2,56,215.5,184.9,76,189810,1,
1578,id,same_char,1,3,30,198.4,169.5,50,135906,1,
1579,id,same_char,1,4,129,301.1,265.1,149,263158,1,
1580,id,same_char,1,5,95,274.6,234.1,115,226066,1,
1581,id,same_char,2,1,193,390.7,359.1,213,284076,1,
1582,id,same_char,2,2,32,200.1,179.9,52,136842,1,
1583,id,same_char,2,3,184,365.4,338.5,204,289814,1,
1584,id,same_char,2,4,210,424.6,377.5,230,286747,1,
1585,id,same_char,2,5,206,409.6,361.9,226,292936,1,
1586,id,same_char,3,1,77,285,219.9,97,192117,1,
1587,id,same_char,3,2,36,213.8,170.2,56,145833,1,
1588,id,same_char,3,3,91,260.4,217.6,111,232218,1,
1589,id,same_char,3,4,204,403.1,361.9,224,292810,1,
1590,id,same_char,3,5,44,201,170,64,172507,1,
1591,id,same_char,4,1,67,404.9,367.9,87,112578,1,
1592,id,same_char,4,2,166,356.1,314.5,186,277364,1,
1593,id,same_char,4,3,213,428.6,392.3,233,283835,1,
1594,id,same_char,4,4,77,250,216.9,97,207753,1,
1595,id,same_char,4,5,179,376,328.1,199,282630,1,
1596,id,same_char,5,1,34,199.6,170.6,54,145867,1,
1597,id,same_char,5,2,173,349.8,393.2,193,259758,1,
1598,id,same_char,5,3,95,281,233.5,115,223518,1,
1599,id,same_char,5,4,42,198.5,169.2,62,168616,1,
1600,id,same_char,5,5,138,349.1,366.5,158,220794,1,
1601,id,alternating,1,1,203,420,372.6,223,281353,1,
1602,id,alternating,1,2,181,366.7,328.2,201,289250,1,
1603,id,alternating,1,3,60,214.7,185.2,80,200050,1,
1604,id,alternating,1,4,194,389.4,345.3,214,291275,1,
1605,id,alternating,1,5,82,257.4,216.3,102,215326,1,
1606,id,alternating,2,1,107,295.1,235.9,127,239171,1,
1607,id,alternating,2,2,171,351.6,323.5,191,282921,1,
1608,id,alternating,2,3,161,334.4,297.2,181,286574,1,
1609,id,alternating,2,4,180,366.6,425.6,200,252461,1,
1610,id,alternating,2,5,203,408.8,362.7,223,289047,1,
1611,id,alternating,3,1,63,310.6,309.8,83,133785,1,
1612,id,alternating,3,2,71,254.1,201.7,91,199649,1,
1613,id,alternating,3,3,118,294.2,249.3,138,253910,1,
1614,id,alternating,3,4,39,198.6,167.9,59,160982,1,
1615,id,alternating,3,5,213,422.2,387.3,233,287832,1,
1616,id,alternating,4,1,175,382.8,330.9,195,273224,1,
1617,id,alternating,4,2,213,428.9,391,233,284181,1,
1618,id,alternating,4,3,103,281.5,234.3,123,238465,1,
1619,id,alternating,4,4,114,282.8,249.1,134,251927,1,
1620,id,alternating,4,5,166,348.9,312.3,186,281307,1,
1621,id,alternating,5,1,30,213,169.4,50,130753,1,
1622,id,alternating,5,2,205,413.6,362.2,225,290023,1,
1623,id,alternating,5,3,109,281.6,248.9,129,243167,1,
1624,id,alternating,5,4,35,199.5,168.7,55,149375,1,
1625,id,alternating,5,5,190,549.3,351.1,210,233230,1,
1626,id,cyclic,1,1,204,404.1,363.2,224,291933,1,
1627,id,cyclic,1,2,68,242,202.9,88,197797,1,
1628,id,cyclic,1,3,66,246.3,200.8,86,192351,1,
1629,id,cyclic,1,4,90,251.8,216.9,110,234692,1,
1630,id,cyclic,1,5,174,368.7,338.3,194,274399,1,
1631,id,cyclic,2,1,132,405.8,267.4,152,225787,1,
1632,id,cyclic,2,2,69,251.2,201.2,89,196729,1,
1633,id,cyclic,2,3,77,333.6,218.8,97,175597,1,
1634,id,cyclic,2,4,168,370.8,314.3,188,274412,1,
1635,id,cyclic,2,5,33,200.3,169.2,53,143437,1,
1636,id,cyclic,3,1,98,266,232.1,118,236900,1,
1637,id,cyclic,3,2,115,281.5,248.7,135,254621,1,
1638,id,cyclic,3,3,100,399.4,285.1,120,175310,1,
1639,id,cyclic,3,4,93,277.1,233.2,113,221438,1,
1640,id,cyclic,3,5,217,433.7,407.7,237,281673,1,
1641,id,cyclic,4,1,43,204.6,170.6,63,167910,1,
1642,id,cyclic,4,2,130,308,266.7,150,261006,1,
1643,id,cyclic,4,3,139,317,291.5,159,261298,1,
1644,id,cyclic,4,4,211,524.2,587.9,231,207715,1,
1645,id,cyclic,4,5,139,445.8,364.1,159,196321,1,
1646,id,cyclic,5,1,29,201.8,169.5,49,131969,1,
1647,id,cyclic,5,2,141,318.4,280.6,161,268781,1,
1648,id,cyclic,5,3,219,428.5,378.5,239,296159,1,
1649,id,cyclic,5,4,137,298.8,264.9,157,278517,1,
1650,id,cyclic,5,5,29,198.6,168.6,49,133442,1,
1651,id,jumbled,1,1,21,325.4,238.4,43,76268.2,1,
1652,id,jumbled,1,2,20,188.3,153.1,44,128881,1,
1653,id,jumbled,1,3,32,217.2,169.3,57,147477,1,
1654,id,jumbled,1,4,209,476.5,428.3,271,299514,1,
1655,id,jumbled,1,5,215,479.2,680.2,273,235467,1,
1656,id,jumbled,2,1,106,394.4,299.2,146,210496,1,
1657,id,jumbled,2,2,95,296.7,250.8,136,248402,1,
1658,id,jumbled,2,3,51,230.3,250.9,79,164173,1,
1659,id,jumbled,2,4,157,387.2,346.4,209,284896,1,
1660,id,jumbled,2,5,70,250.3,217.4,102,218089,1,
1661,id,jumbled,3,1,203,465.3,409.9,263,300503,1,
1662,id,jumbled,3,2,116,442.1,338.6,164,210068,1,
1663,id,jumbled,3,3,62,239.9,201.6,92,208381,1,
1664,id,jumbled,3,4,141,360.7,329.3,187,271014,1,
1665,id,jumbled,3,5,144,349.9,312.8,190,286706,1,
1666,id,jumbled,4,1,47,217.3,199.2,78,187275,1,
1667,id,jumbled,4,2,100,284,249,137,257036,1,
1668,id,jumbled,4,3,67,249.8,289.3,102,189204,1,
1669,id,jumbled,4,4,154,403.8,510.2,206,225383,1,
1670,id,jumbled,4,5,62,246.9,203,93,206713,1,
1671,id,jumbled,5,1,51,234,201.4,83,190629,1,
1672,id,jumbled,5,2,203,472,410.3,265,300351,1,
1673,id,jumbled,5,3,80,266.7,233,117,234140,1,
1674,id,jumbled,5,4,207,486.3,425.8,274,300406,1,
1675,id,jumbled,5,5,204,546.2,429.9,267,273538,1,
1676,id,real_message,1,1,400,671.5,618.4,414,320955,1,
1677,id,real_message,1,2,400,690.4,627.4,412,312642,1,
1678,id,real_message,1,3,400,698.1,619.6,412,312666,1,
1679,id,real_message,1,4,400,790.5,619.6,412,292178,1,
1680,id,real_message,1,5,400,940.2,820.5,412,233998,1,
1681,id,real_message,2,1,400,682,619.5,414,318095,1,
1682,id,real_message,2,2,400,679.6,620.1,412,316996,1,
1683,id,real_message,2,3,400,682,628.1,412,314480,1,
1684,id,real_message,2,4,400,685.9,638.8,412,311014,1,
1685,id,real_message,2,5,400,939.7,623.3,412,263596,1,
1686,id,real_message,3,1,400,691.2,620.2,414,315693,1,
1687,id,real_message,3,2,400,680.7,663.9,412,306411,1,
1688,id,real_message,3,3,400,688.2,636,412,311131,1,
1689,id,real_message,3,4,400,687.2,628.9,412,313046,1,
1690,id,real_message,3,5,400,701.7,621.9,412,311272,1,
1691,id,real_message,4,1,400,678.8,620.4,414,318658,1,
1692,id,real_message,4,2,400,775.6,673.2,412,284373,1,
1693,id,real_message,4,3,400,685,631.5,412,312951,1,
1694,id,real_message,4,4,400,670.7,626.3,412,317656,1,
1695,id,real_message,4,5,400,698.5,620.9,412,312263,1,
1696,id,real_message,5,1,400,677.1,618.2,414,319617,1,
1697,id,real_message,5,2,400,1100.4,732.4,412,224793,1,
1698,id,real_message,5,3,400,682.3,617.8,412,316899,1,
1699,id,real_message,5,4,400,671.8,620.3,412,318861,1,
1700,id,real_message,5,5,400,689.4,636,412,310850,1,
1701,id,repeated_phrase,1,1,191,385.4,346.5,211,288291,1,
1702,id,repeated_phrase,1,2,196,399.3,345.6,216,289972,1,
1703,id,repeated_phrase,1,3,176,367.1,341.3,196,276680,1,
1704,id,repeated_phrase,1,4,23,201.2,203.8,43,106173,1,
1705,id,repeated_phrase,1,5,93,274,234,113,222441,1,
1706,id,repeated_phrase,2,1,115,320.1,250.6,135,236552,1,
1707,id,repeated_phrase,2,2,207,404.2,361.7,227,296383,1,
1708,id,repeated_phrase,2,3,96,266.5,243.6,116,227406,1,
1709,id,repeated_phrase,2,4,23,181.7,153.6,43,128243,1,
1710,id,repeated_phrase,2,5,145,314.9,281.6,165,276614,1,
1711,id,repeated_phrase,3,1,46,223,187.6,66,160740,1,
1712,id,repeated_phrase,3,2,35,200.4,168.9,55,148930,1,
1713,id,repeated_phrase,3,3,177,367,329.2,197,282965,1,
1714,id,repeated_phrase,3,4,187,383.4,355.4,207,280184,1,
1715,id,repeated_phrase,3,5,147,318,282,167,278333,1,
1716,id,repeated_phrase,4,1,146,574.2,285.2,166,193158,1,
1717,id,repeated_phrase,4,2,207,422.6,379.3,227,283078,1,
1718,id,repeated_phrase,4,3,167,350.9,312.6,187,281839,1,
1719,id,repeated_phrase,4,4,88,290.6,216.7,108,212892,1,
1720,id,repeated_phrase,4,5,183,366.8,337.3,203,288311,1,
1721,id,repeated_phrase,5,1,207,570,444.2,227,223822,1,
1722,id,repeated_phrase,5,2,153,404.8,499.8,173,191245,1,
1723,id,repeated_phrase,5,3,145,328.4,283.4,165,269696,1,
1724,id,repeated_phrase,5,4,129,301.8,266.3,149,262278,1,
1725,id,repeated_phrase,5,5,196,397.6,346.3,216,290362,1,
1726,id,edge_case,1,1,0,164.7,137.9,20,66093.9,1,
1727,id,edge_case,1,2,1,194.4,149.8,21,61011,1,
1728,id,edge_case,1,3,19,169.7,137.2,19,61909.4,1,
1729,id,edge_case,1,4,25,164.2,136.9,25,83028.9,1,
1730,id,edge_case,1,5,25,181.4,164.3,45,130171,1,
1731,id,edge_case,2,1,0,235,229,20,43103.4,1,
1732,id,edge_case,2,2,1,173.7,138.7,21,67221.5,1,
1733,id,edge_case,2,3,19,174.3,138.7,19,60702.9,1,
1734,id,edge_case,2,4,25,165.9,152.6,25,78492.9,1,
1735,id,edge_case,2,5,25,184.8,153.4,45,133057,1,
1736,id,edge_case,3,1,0,233.9,137.5,20,53850.3,1,
1737,id,edge_case,3,2,1,165.8,135.9,21,69605.6,1,
1738,id,edge_case,3,3,19,164.4,135.6,19,63333.3,1,
1739,id,edge_case,3,4,25,165.8,136.4,25,82726.7,1,
1740,id,edge_case,3,5,25,180.1,152.7,45,135216,1,
1741,id,edge_case,4,1,0,167.1,137.9,20,65573.8,1,
1742,id,edge_case,4,2,1,164,137.2,21,69721.1,1,
1743,id,edge_case,4,3,19,165.3,137.5,19,62747.7,1,
1744,id,edge_case,4,4,25,167.3,137.3,25,82074.9,1,
1745,id,edge_case,4,5,25,181.5,153,45,134529,1,
1746,id,edge_case,5,1,0,167.2,137.5,20,65638.3,1,
1747,id,edge_case,5,2,1,164.9,136.2,21,69744.3,1,
1748,id,edge_case,5,3,19,177.3,137.2,19,60413.4,1,
1749,id,edge_case,5,4,25,165.9,136.8,25,82590,1,
1750,id,edge_case,5,5,25,180.9,152.8,45,134852,1,
1751,ms,same_char,1,1,91,256.2,218.7,111,233733,1,
1752,ms,same_char,1,2,200,404.6,373.5,220,282740,1,
1753,ms,same_char,1,3,67,231.7,214.5,87,194980,1,
1754,ms,same_char,1,4,46,214.8,184.1,66,165455,1,
1755,ms,same_char,1,5,105,271.3,233.7,125,247525,1,
1756,ms,same_char,2,1,151,347.2,297.7,171,265157,1,
1757,ms,same_char,2,2,181,416.1,394.6,201,247934,1,
1758,ms,same_char,2,3,40,210.2,171,60,157398,1,
